protein_a,protein_b,chain_a,chain_b,length_a,length_b,identity,coverage_shorter,aligned_pairs,score
1LR7,2J32,A,B,73,4,0.5,1.0,4,12.0
1LR7,3FOD,A,A,73,6,0.4,0.8333333333333334,5,11.0
1LR7,3MD4,A,A,73,6,0.4,0.8333333333333334,5,9.0
1LR7,3MD5,A,A,73,6,0.6,0.8333333333333334,5,12.0
1LR7,3MGN,A,H,73,1,1.0,1.0,1,6.0
1LR7,3PZZ,A,A,73,6,0.5,1.0,6,17.0
1MF7,1R7J,A,A,194,90,0.30666666666666664,0.8333333333333334,75,40.5
1MF7,2D5W,A,C,194,5,1.0,0.8,4,20.0
1MF7,2DKO,A,I,194,3,0.6666666666666666,1.0,3,10.0
1MF7,2VE8,A,C,194,62,0.3137254901960784,0.8225806451612904,51,24.5
1MF7,3BZZ,A,A,194,19,0.375,0.8421052631578947,16,20.0
1MF7,3FOD,A,A,194,6,0.4,0.8333333333333334,5,10.0
1MF7,3MGN,A,H,194,1,1.0,1.0,1,6.0
1MF7,4J78,A,B,194,5,0.6,1.0,5,14.0
1N7E,2D5W,A,D,95,5,0.6,1.0,5,13.0
1N7E,2DKO,A,I,95,3,0.3333333333333333,1.0,3,9.0
1N7E,2W6A,A,A,95,61,0.36363636363636365,0.9016393442622951,55,35.0
1N7E,3HYD,A,A,95,7,0.5714285714285714,1.0,7,19.0
1N7E,3IVV,A,D,95,9,0.3333333333333333,1.0,9,16.0
1N7E,3MD4,A,A,95,6,0.6,0.8333333333333334,5,11.0
1N7E,3MD5,A,A,95,6,0.6,0.8333333333333334,5,11.0
1N7E,3MGN,A,H,95,1,1.0,1.0,1,6.0
1N7E,3NVG,A,A,95,6,0.6,0.8333333333333334,5,19.0
1N7E,3OQY,A,a,95,13,0.3076923076923077,1.0,13,20.0
1N7E,3V75,A,A,95,285,0.3253012048192771,0.8736842105263158,83,49.0
1NKD,2DKO,A,I,59,3,0.6666666666666666,1.0,3,12.0
1NKD,2J32,A,B,59,4,0.5,1.0,4,12.0
1NKD,2OL9,A,A,59,6,0.4,0.8333333333333334,5,10.0
1NKD,3FOD,A,A,59,6,0.6,0.8333333333333334,5,11.0
1NKD,3FVA,A,A,59,6,0.4,0.8333333333333334,5,9.0
1NKD,3L41,A,B,59,5,0.6,1.0,5,11.0
1NKD,3MGN,A,H,59,1,1.0,1.0,1,6.0
1NKD,3NPV,A,B,59,246,0.3333333333333333,0.864406779661017,51,23.5
1NKD,3NVG,A,A,59,6,0.4,0.8333333333333334,5,13.0
1NKD,3PTL,A,B,59,10,0.4444444444444444,0.9,9,17.0
1NKD,3S0A,A,A,59,119,0.3,0.847457627118644,50,32.5
1NKD,4G14,A,A,59,5,0.4,1.0,5,10.0
1NKD,4J78,A,B,59,5,0.75,0.8,4,13.0
1NKO,1YJO,A,A,122,6,0.3333333333333333,1.0,6,17.0
1NKO,2DKO,A,I,122,3,0.6666666666666666,1.0,3,9.0
1NKO,2OL9,A,A,122,6,0.3333333333333333,1.0,6,15.0
1NKO,3FOD,A,A,122,6,0.3333333333333333,1.0,6,10.0
1NKO,3MGN,A,H,122,1,1.0,1.0,1,6.0
1NKO,4AM1,A,A,122,345,0.35,0.819672131147541,100,31.0
1NKO,4G14,A,A,122,5,0.5,0.8,4,8.0
1NKO,4J78,A,A,122,300,0.30973451327433627,0.9262295081967213,113,51.5
1NLS,1OB4,A,A,237,5,0.75,0.8,4,14.0
1NLS,1OB7,A,A,237,5,0.75,0.8,4,14.0
1NLS,1VRZ,A,A,237,13,0.45454545454545453,0.8461538461538461,11,18.0
1NLS,1XY1,A,A,237,8,0.42857142857142855,0.875,7,15.0
1NLS,1XY2,A,A,237,8,0.42857142857142855,0.875,7,15.0
1NLS,2D5W,A,C,237,5,0.75,0.8,4,11.0
1NLS,2DKO,A,I,237,3,0.6666666666666666,1.0,3,10.0
1NLS,2W6A,A,B,237,56,0.3111111111111111,0.8035714285714286,45,20.5
1NLS,3FOD,A,A,237,6,0.4,0.8333333333333334,5,13.0
1NLS,3I2Z,A,A,237,71,0.3114754098360656,0.8591549295774648,61,32.0
1NLS,3IVV,A,D,237,9,0.375,0.8888888888888888,8,16.0
1NLS,3MD4,A,A,237,6,0.6,0.8333333333333334,5,16.0
1NLS,3MD5,A,A,237,6,0.6,0.8333333333333334,5,15.0
1NLS,3MEA,A,B,237,3,0.6666666666666666,1.0,3,8.0
1NLS,3MGN,A,H,237,1,1.0,1.0,1,6.0
1NLS,3PZZ,A,A,237,6,0.5,1.0,6,19.0
1NLS,3ZZY,A,C,237,8,0.5714285714285714,0.875,7,17.0
1NNX,2D5W,A,D,93,5,0.75,0.8,4,11.0
1NNX,2DKO,A,I,93,3,0.3333333333333333,1.0,3,9.0
1NNX,2Y7L,A,B,93,7,0.5,0.8571428571428571,6,12.0
1NNX,3MEA,A,B,93,3,0.3333333333333333,1.0,3,7.0
1NNX,3MGN,A,H,93,1,1.0,1.0,1,6.0
1NNX,3Q2X,A,A,93,6,0.4,0.8333333333333334,5,13.0
1NOA,2D5W,A,C,113,5,0.5,0.8,4,10.0
1NOA,2MCM,A,A,113,112,0.4727272727272727,0.9821428571428571,110,250.0
1NOA,2OL9,A,A,113,6,0.4,0.8333333333333334,5,10.0
1NOA,3FVA,A,A,113,6,0.4,0.8333333333333334,5,8.0
1NOA,3MD4,A,A,113,6,0.3333333333333333,1.0,6,11.0
1NOA,3MEA,A,B,113,3,0.6666666666666666,1.0,3,8.0
1NOA,3MGN,A,H,113,1,1.0,1.0,1,6.0
1NOT,1UHA,A,A,13,82,0.36363636363636365,0.8461538461538461,11,23.0
1NOT,2CG7,A,A,13,90,0.38461538461538464,1.0,13,17.0
1NOT,2PPN,A,A,13,107,0.36363636363636365,0.8461538461538461,11,20.0
1NOT,2W1V,A,A,13,274,0.45454545454545453,0.8461538461538461,11,24.0
1NOT,3E5T,A,A,13,228,0.5833333333333334,0.9230769230769231,12,18.5
1NOT,3MGN,A,H,13,1,1.0,1.0,1,6.0
1NOT,3O5P,A,A,13,128,0.3333333333333333,0.9230769230769231,12,23.0
1NOT,3PID,A,A,13,387,0.45454545454545453,0.8461538461538461,11,36.0
1NOT,3UCI,A,A,13,72,0.5,0.9230769230769231,12,28.0
1O06,1P9I,A,A,20,29,0.3888888888888889,0.9,18,32.0
1O06,1PZ4,A,A,20,113,0.3333333333333333,0.9,18,21.0
1O06,1U9C,A,A,20,220,0.3157894736842105,0.95,19,27.0
1O06,1UKU,A,A,20,102,0.4375,0.8,16,25.5
1O06,1ULR,A,A,20,87,0.3684210526315789,0.95,19,19.0
1O06,1W2L,A,A,20,97,0.4117647058823529,0.85,17,25.0
1O06,1WHI,A,A,20,122,0.3125,0.8,16,22.0
1O06,1WLY,A,A,20,322,0.5,0.8,16,28.0
1O06,1Y6X,A,A,20,87,0.35294117647058826,0.85,17,18.0
1O06,2AGK,A,A,20,233,0.3125,0.8,16,24.0
1O06,2G7S,A,A,20,190,0.3125,0.8,16,20.0
1O06,2OHW,A,A,20,128,0.4375,0.8,16,26.0
1O06,2PSF,A,A,20,307,0.4117647058823529,0.85,17,23.5
1O06,2Q52,A,A,20,206,0.5625,0.8,16,30.0
1O06,2VE8,A,A,20,67,0.4,1.0,20,23.0
1O06,2VPA,A,A,20,204,0.35294117647058826,0.85,17,23.5
1O06,3BED,A,A,20,130,0.35294117647058826,0.85,17,19.0
1O06,3FCN,A,A,20,158,0.5,0.8,16,24.0
1O06,3FMY,A,A,20,65,0.3125,0.8,16,18.5
1O06,3FOD,A,A,20,6,0.6,0.8333333333333334,5,10.0
1O06,3HHP,A,A,20,312,0.4,1.0,20,27.0
1O06,3I2V,A,A,20,124,0.35294117647058826,0.85,17,22.0
1O06,3LG3,A,A,20,419,0.3125,0.8,16,23.0
1O06,3M9Q,A,A,20,89,0.3125,0.8,16,22.0
1O06,3T3K,A,A,20,122,0.375,0.8,16,18.0
1O06,3V75,A,A,20,285,0.4375,0.8,16,27.0
1O06,3ZRX,A,A,20,111,0.3125,0.8,16,23.0
1O06,4DD5,A,A,20,387,0.3333333333333333,0.9,18,26.0
1O06,4F01,A,A,20,218,0.4444444444444444,0.9,18,27.0
1O06,4GA2,A,A,20,144,0.3684210526315789,0.95,19,18.5
1O08,1OB4,A,A,221,5,0.5,0.8,4,13.0
1O08,1OB7,A,A,221,5,0.5,0.8,4,13.0
1O08,1USE,A,A,221,40,0.45454545454545453,0.825,33,32.5
1O08,1V70,A,A,221,105,0.31868131868131866,0.8666666666666667,91,33.5
1O08,1VRZ,A,A,221,13,0.36363636363636365,0.8461538461538461,11,15.0
1O08,2D5W,A,C,221,5,1.0,0.8,4,20.0
1O08,2DKO,A,I,221,3,0.3333333333333333,1.0,3,11.0
1O08,2Y7L,A,B,221,7,0.42857142857142855,1.0,7,16.0
1O08,3HYD,A,A,221,7,0.42857142857142855,1.0,7,13.0
1O08,3L41,A,B,221,5,0.4,1.0,5,17.0
1O08,3MGN,A,H,221,1,1.0,1.0,1,6.0
1O08,3Q2X,A,A,221,6,0.4,0.8333333333333334,5,13.0
1O08,4G14,A,A,221,5,0.5,0.8,4,15.0
1OB4,1OB7,A,A,5,5,1.0,1.0,5,28.0
1OB4,1OPD,A,A,5,85,0.75,0.8,4,13.0
1OB4,1PEF,A,A,5,18,0.5,0.8,4,7.0
1OB4,1PMY,A,A,5,123,0.5,0.8,4,14.0
1OB4,1PZ4,A,A,5,113,0.6,1.0,5,15.0
1OB4,1QKI,A,A,5,488,0.75,0.8,4,15.0
1OB4,1SAU,A,A,5,114,0.4,1.0,5,16.0
1OB4,1U06,A,A,5,55,0.5,0.8,4,11.0
1OB4,1V70,A,A,5,105,0.4,1.0,5,12.0
1OB4,1X3O,A,A,5,80,0.75,0.8,4,18.0
1OB4,1Z21,A,A,5,96,0.5,0.8,4,13.0
1OB4,2AH1,A,A,5,359,0.5,0.8,4,13.0
1OB4,2BRF,A,A,5,100,0.75,0.8,4,17.0
1OB4,2D5W,A,A,5,602,1.0,0.8,4,22.0
1OB4,2DPL,A,A,5,287,0.75,0.8,4,18.0
1OB4,2DSX,A,A,5,52,0.5,0.8,4,16.0
1OB4,2E3H,A,A,5,81,0.6,1.0,5,15.0
1OB4,2EHP,A,A,5,124,0.6,1.0,5,16.0
1OB4,2EHS,A,A,5,75,0.5,0.8,4,16.0
1OB4,2ETX,A,A,5,194,0.75,0.8,4,19.0
1OB4,2FG1,A,A,5,157,0.75,0.8,4,16.0
1OB4,2FQ3,A,A,5,85,0.5,0.8,4,12.0
1OB4,2GZQ,A,A,5,191,0.4,1.0,5,12.0
1OB4,2HYK,A,A,5,237,0.6,1.0,5,17.0
1OB4,2I24,A,N,5,113,0.5,0.8,4,11.0
1OB4,2I49,A,A,5,398,0.5,0.8,4,14.0
1OB4,2IMF,A,A,5,203,0.5,0.8,4,14.0
1OB4,2IP6,A,A,5,87,0.75,0.8,4,11.0
1OB4,2MCM,A,A,5,112,0.75,0.8,4,16.0
1OB4,2O6X,A,A,5,306,0.75,0.8,4,18.0
1OB4,2PTH,A,A,5,193,0.4,1.0,5,13.0
1OB4,2QJL,A,A,5,99,0.75,0.8,4,15.0
1OB4,2V9V,A,A,5,135,0.4,1.0,5,13.0
1OB4,2VY8,A,A,5,149,0.4,1.0,5,11.0
1OB4,2VYO,A,A,5,206,0.5,0.8,4,12.0
1OB4,2WJ5,A,A,5,96,0.5,0.8,4,14.0
1OB4,2X9Z,A,A,5,262,0.4,1.0,5,13.0
1OB4,2Y7L,A,A,5,312,0.5,0.8,4,13.0
1OB4,2Y9F,A,A,5,149,0.75,0.8,4,17.0
1OB4,3A0M,A,A,5,25,0.5,0.8,4,12.0
1OB4,3AUB,A,A,5,58,0.6,1.0,5,16.0
1OB4,3BA1,A,A,5,312,0.75,0.8,4,18.0
1OB4,3BED,A,A,5,130,0.5,0.8,4,11.0
1OB4,3BQX,A,A,5,139,0.6,1.0,5,16.0
1OB4,3DWV,A,A,5,162,0.75,0.8,4,13.0
1OB4,3E5T,A,A,5,228,0.5,0.8,4,13.0
1OB4,3FKE,A,A,5,123,0.75,0.8,4,13.0
1OB4,3FTD,A,A,5,240,0.5,0.8,4,15.0
1OB4,3GBW,A,A,5,161,0.6,1.0,5,13.0
1OB4,3HP4,A,A,5,182,0.75,0.8,4,18.0
1OB4,3I7M,A,A,5,134,0.6,1.0,5,17.0
1OB4,3IVV,A,A,5,140,0.75,0.8,4,15.0
1OB4,3K6Y,A,A,5,227,0.4,1.0,5,14.0
1OB4,3KBE,A,A,5,140,0.75,0.8,4,16.0
1OB4,3KGK,A,B,5,98,0.75,0.8,4,16.0
1OB4,3LAX,A,A,5,106,0.5,0.8,4,11.0
1OB4,3M9Q,A,A,5,89,0.5,0.8,4,12.0
1OB4,3MEA,A,A,5,162,0.5,0.8,4,12.0
1OB4,3MGN,A,H,5,1,1.0,1.0,1,6.0
1OB4,3MRE,A,B,5,100,0.5,0.8,4,13.0
1OB4,3NGG,A,A,5,46,0.75,0.8,4,14.0
1OB4,3O0P,A,A,5,194,0.5,0.8,4,10.0
1OB4,3OBQ,A,A,5,141,0.6,1.0,5,17.0
1OB4,3P6J,A,A,5,125,0.4,1.0,5,13.0
1OB4,3PKV,A,A,5,221,0.5,0.8,4,13.0
1OB4,3PTL,A,A,5,279,0.5,0.8,4,14.0
1OB4,3PZ9,A,A,5,357,0.4,1.0,5,15.0
1OB4,3QDS,A,A,5,142,0.75,0.8,4,18.0
1OB4,3R6D,A,A,5,215,0.5,0.8,4,12.0
1OB4,3RQ9,A,A,5,78,0.75,0.8,4,16.0
1OB4,3RY0,A,A,5,65,0.5,0.8,4,11.0
1OB4,3SED,A,A,5,124,0.6,1.0,5,16.0
1OB4,3SO6,A,A,5,137,0.5,0.8,4,11.0
1OB4,3SUK,A,A,5,124,0.6,1.0,5,15.0
1OB4,3TDN,A,B,5,236,0.75,0.8,4,15.0
1OB4,3V75,A,A,5,285,0.5,0.8,4,15.0
1OB4,3VOR,A,A,5,182,0.5,0.8,4,12.0
1OB4,3VVV,A,A,5,108,0.4,1.0,5,12.0
1OB4,3ZSL,A,A,5,138,0.5,0.8,4,12.0
1OB4,3ZZY,A,C,5,8,0.5,0.8,4,11.0
1OB4,4A02,A,A,5,166,0.5,0.8,4,15.0
1OB4,4AVR,A,A,5,94,0.5,0.8,4,13.0
1OB4,4DD5,A,A,5,387,0.5,0.8,4,17.0
1OB4,4DKN,A,A,5,209,0.5,0.8,4,12.0
1OB4,4DT4,A,A,5,160,0.6,1.0,5,19.0
1OB4,4ES1,A,A,5,95,0.5,0.8,4,13.0
1OB4,4EUG,A,A,5,225,0.4,1.0,5,15.0
1OB4,4F01,A,A,5,218,0.5,0.8,4,15.0
1OB4,4F3J,A,A,5,143,0.6,1.0,5,13.0
1OB4,4G7X,A,A,5,92,0.5,0.8,4,14.0
1OB4,4HDE,A,A,5,168,0.4,1.0,5,14.0
1OB4,4IL7,A,A,5,85,0.75,0.8,4,15.0
1OB4,4JG2,A,A,5,185,0.5,0.8,4,13.0
1OB4,4JYP,A,A,5,267,0.4,1.0,5,16.0
1OB4,6RXN,A,A,5,45,0.4,1.0,5,8.0
1OB7,1OPD,A,A,5,85,0.75,0.8,4,13.0
1OB7,1PEF,A,A,5,18,0.5,0.8,4,7.0
1OB7,1PMY,A,A,5,123,0.5,0.8,4,14.0
1OB7,1PZ4,A,A,5,113,0.6,1.0,5,15.0
1OB7,1QKI,A,A,5,488,0.75,0.8,4,15.0
1OB7,1SAU,A,A,5,114,0.4,1.0,5,16.0
1OB7,1U06,A,A,5,55,0.5,0.8,4,11.0
1OB7,1V70,A,A,5,105,0.4,1.0,5,12.0
1OB7,1X3O,A,A,5,80,0.75,0.8,4,18.0
1OB7,1Z21,A,A,5,96,0.5,0.8,4,13.0
1OB7,2AH1,A,A,5,359,0.5,0.8,4,13.0
1OB7,2BRF,A,A,5,100,0.75,0.8,4,17.0
1OB7,2D5W,A,A,5,602,1.0,0.8,4,22.0
1OB7,2DPL,A,A,5,287,0.75,0.8,4,18.0
1OB7,2DSX,A,A,5,52,0.5,0.8,4,16.0
1OB7,2E3H,A,A,5,81,0.6,1.0,5,15.0
1OB7,2EHP,A,A,5,124,0.6,1.0,5,16.0
1OB7,2EHS,A,A,5,75,0.5,0.8,4,16.0
1OB7,2ETX,A,A,5,194,0.75,0.8,4,19.0
1OB7,2FG1,A,A,5,157,0.75,0.8,4,16.0
1OB7,2FQ3,A,A,5,85,0.5,0.8,4,12.0
1OB7,2GZQ,A,A,5,191,0.4,1.0,5,12.0
1OB7,2HYK,A,A,5,237,0.6,1.0,5,17.0
1OB7,2I24,A,N,5,113,0.5,0.8,4,11.0
1OB7,2I49,A,A,5,398,0.5,0.8,4,14.0
1OB7,2IMF,A,A,5,203,0.5,0.8,4,14.0
1OB7,2IP6,A,A,5,87,0.75,0.8,4,11.0
1OB7,2MCM,A,A,5,112,0.75,0.8,4,16.0
1OB7,2O6X,A,A,5,306,0.75,0.8,4,18.0
1OB7,2PTH,A,A,5,193,0.4,1.0,5,13.0
1OB7,2QJL,A,A,5,99,0.75,0.8,4,15.0
1OB7,2V9V,A,A,5,135,0.4,1.0,5,13.0
1OB7,2VY8,A,A,5,149,0.4,1.0,5,11.0
1OB7,2VYO,A,A,5,206,0.5,0.8,4,12.0
1OB7,2WJ5,A,A,5,96,0.5,0.8,4,14.0
1OB7,2X9Z,A,A,5,262,0.4,1.0,5,13.0
1OB7,2Y7L,A,A,5,312,0.5,0.8,4,13.0
1OB7,2Y9F,A,A,5,149,0.75,0.8,4,17.0
1OB7,3A0M,A,A,5,25,0.5,0.8,4,12.0
1OB7,3AUB,A,A,5,58,0.6,1.0,5,16.0
1OB7,3BA1,A,A,5,312,0.75,0.8,4,18.0
1OB7,3BED,A,A,5,130,0.5,0.8,4,11.0
1OB7,3BQX,A,A,5,139,0.6,1.0,5,16.0
1OB7,3DWV,A,A,5,162,0.75,0.8,4,13.0
1OB7,3E5T,A,A,5,228,0.5,0.8,4,13.0
1OB7,3FKE,A,A,5,123,0.75,0.8,4,13.0
1OB7,3FTD,A,A,5,240,0.5,0.8,4,15.0
1OB7,3GBW,A,A,5,161,0.6,1.0,5,13.0
1OB7,3HP4,A,A,5,182,0.75,0.8,4,18.0
1OB7,3I7M,A,A,5,134,0.6,1.0,5,17.0
1OB7,3IVV,A,A,5,140,0.75,0.8,4,15.0
1OB7,3K6Y,A,A,5,227,0.4,1.0,5,14.0
1OB7,3KBE,A,A,5,140,0.75,0.8,4,16.0
1OB7,3KGK,A,B,5,98,0.75,0.8,4,16.0
1OB7,3LAX,A,A,5,106,0.5,0.8,4,11.0
1OB7,3M9Q,A,A,5,89,0.5,0.8,4,12.0
1OB7,3MEA,A,A,5,162,0.5,0.8,4,12.0
1OB7,3MGN,A,H,5,1,1.0,1.0,1,6.0
1OB7,3MRE,A,B,5,100,0.5,0.8,4,13.0
1OB7,3NGG,A,A,5,46,0.75,0.8,4,14.0
1OB7,3O0P,A,A,5,194,0.5,0.8,4,10.0
1OB7,3OBQ,A,A,5,141,0.6,1.0,5,17.0
1OB7,3P6J,A,A,5,125,0.4,1.0,5,13.0
1OB7,3PKV,A,A,5,221,0.5,0.8,4,13.0
1OB7,3PTL,A,A,5,279,0.5,0.8,4,14.0
1OB7,3PZ9,A,A,5,357,0.4,1.0,5,15.0
1OB7,3QDS,A,A,5,142,0.75,0.8,4,18.0
1OB7,3R6D,A,A,5,215,0.5,0.8,4,12.0
1OB7,3RQ9,A,A,5,78,0.75,0.8,4,16.0
1OB7,3RY0,A,A,5,65,0.5,0.8,4,11.0
1OB7,3SED,A,A,5,124,0.6,1.0,5,16.0
1OB7,3SO6,A,A,5,137,0.5,0.8,4,11.0
1OB7,3SUK,A,A,5,124,0.6,1.0,5,15.0
1OB7,3TDN,A,B,5,236,0.75,0.8,4,15.0
1OB7,3V75,A,A,5,285,0.5,0.8,4,15.0
1OB7,3VOR,A,A,5,182,0.5,0.8,4,12.0
1OB7,3VVV,A,A,5,108,0.4,1.0,5,12.0
1OB7,3ZSL,A,A,5,138,0.5,0.8,4,12.0
1OB7,3ZZY,A,C,5,8,0.5,0.8,4,11.0
1OB7,4A02,A,A,5,166,0.5,0.8,4,15.0
1OB7,4AVR,A,A,5,94,0.5,0.8,4,13.0
1OB7,4DD5,A,A,5,387,0.5,0.8,4,17.0
1OB7,4DKN,A,A,5,209,0.5,0.8,4,12.0
1OB7,4DT4,A,A,5,160,0.6,1.0,5,19.0
1OB7,4ES1,A,A,5,95,0.5,0.8,4,13.0
1OB7,4EUG,A,A,5,225,0.4,1.0,5,15.0
1OB7,4F01,A,A,5,218,0.5,0.8,4,15.0
1OB7,4F3J,A,A,5,143,0.6,1.0,5,13.0
1OB7,4G7X,A,A,5,92,0.5,0.8,4,14.0
1OB7,4HDE,A,A,5,168,0.4,1.0,5,14.0
1OB7,4IL7,A,A,5,85,0.75,0.8,4,15.0
1OB7,4JG2,A,A,5,185,0.5,0.8,4,13.0
1OB7,4JYP,A,A,5,267,0.4,1.0,5,16.0
1OB7,6RXN,A,A,5,45,0.4,1.0,5,8.0
1OPD,1PMY,A,A,85,123,0.32432432432432434,0.8705882352941177,74,38.0
1OPD,3FVA,A,A,85,6,0.4,0.8333333333333334,5,10.0
1OPD,3IHS,A,B,85,84,0.37662337662337664,0.9166666666666666,77,156.0
1OPD,3MAB,A,A,85,85,0.3472222222222222,0.8470588235294118,72,46.5
1OPD,3MGN,A,H,85,1,1.0,1.0,1,6.0
1OPD,3MRE,A,P,85,9,0.5,0.8888888888888888,8,13.0
1OPD,3Q6L,A,A,85,131,0.36764705882352944,0.8,68,36.5
1OPD,3RZY,A,A,85,139,0.36764705882352944,0.8,68,36.5
1P9I,2DKO,A,I,29,3,0.3333333333333333,1.0,3,8.0
1P9I,2G7S,A,A,29,190,0.36,0.8620689655172413,25,30.0
1P9I,2OA2,A,A,29,132,0.3333333333333333,0.8275862068965517,24,22.0
1P9I,2W6A,A,A,29,61,0.3076923076923077,0.896551724137931,26,32.0
1P9I,2WUJ,A,A,29,50,0.3448275862068966,1.0,29,38.0
1P9I,2YNY,A,A,29,106,0.34615384615384615,0.896551724137931,26,53.0
1P9I,2ZU1,A,A,29,180,0.32142857142857145,0.9655172413793104,28,18.5
1P9I,3BED,A,A,29,130,0.3076923076923077,0.896551724137931,26,28.5
1P9I,3BQX,A,A,29,139,0.32,0.8620689655172413,25,24.0
1P9I,3FE7,A,A,29,83,0.32,0.8620689655172413,25,19.0
1P9I,3FOD,A,A,29,6,0.6,0.8333333333333334,5,15.0
1P9I,3IVV,A,A,29,140,0.4074074074074074,0.9310344827586207,27,23.0
1P9I,3L41,A,B,29,5,0.6,1.0,5,14.0
1P9I,3MGN,A,H,29,1,1.0,1.0,1,6.0
1P9I,3MRE,A,P,29,9,0.5,0.8888888888888888,8,13.0
1P9I,3O0P,A,A,29,194,0.32142857142857145,0.9655172413793104,28,25.5
1P9I,3S0A,A,A,29,119,0.34615384615384615,0.896551724137931,26,30.0
1P9I,4AM1,A,A,29,345,0.4,0.8620689655172413,25,35.5
1P9I,4DD5,A,A,29,387,0.3333333333333333,0.8275862068965517,24,32.0
1P9I,4ES1,A,A,29,95,0.5384615384615384,0.896551724137931,26,30.5
1P9I,4F01,A,A,29,218,0.4444444444444444,0.9310344827586207,27,40.0
1P9I,4G6C,A,A,29,333,0.44,0.8620689655172413,25,30.5
1P9I,4G7X,A,B,29,102,0.375,0.8275862068965517,24,22.5
1P9I,4H4J,A,A,29,236,0.375,0.8275862068965517,24,24.0
1P9I,4J78,A,B,29,5,0.5,0.8,4,11.0
1PEF,1UKU,A,A,18,102,0.4375,0.8888888888888888,16,30.0
1PEF,1USE,A,A,18,40,0.3125,0.8888888888888888,16,27.0
1PEF,1UTG,A,A,18,70,0.3333333333333333,0.8333333333333334,15,23.0
1PEF,1V70,A,A,18,105,0.3333333333333333,1.0,18,18.0
1PEF,1Z21,A,A,18,96,0.5333333333333333,0.8333333333333334,15,26.0
1PEF,2C71,A,A,18,205,0.5333333333333333,0.8333333333333334,15,20.0
1PEF,2DKO,A,B,18,103,0.3333333333333333,0.8333333333333334,15,24.0
1PEF,2DPL,A,B,18,278,0.3333333333333333,1.0,18,22.5
1PEF,2IMF,A,A,18,203,0.3333333333333333,0.8333333333333334,15,22.0
1PEF,2J32,A,A,18,240,0.3333333333333333,0.8333333333333334,15,24.0
1PEF,2PMR,A,A,18,76,0.5,0.8888888888888888,16,34.0
1PEF,2WJ5,A,A,18,96,0.3125,0.8888888888888888,16,16.0
1PEF,2WUJ,A,A,18,50,0.3333333333333333,0.8333333333333334,15,21.0
1PEF,2YNY,A,A,18,106,0.3333333333333333,0.8333333333333334,15,29.0
1PEF,2ZCM,A,A,18,177,0.4117647058823529,0.9444444444444444,17,20.0
1PEF,3FE7,A,A,18,83,0.5,0.8888888888888888,16,23.5
1PEF,3FTD,A,A,18,240,0.4117647058823529,0.9444444444444444,17,26.0
1PEF,3MRE,A,A,18,274,0.4117647058823529,0.9444444444444444,17,20.0
1PEF,3PD7,A,A,18,94,0.3333333333333333,0.8333333333333334,15,16.0
1PEF,3SR3,A,A,18,333,0.4666666666666667,0.8333333333333334,15,19.5
1PEF,3TYS,A,A,18,75,0.375,0.8888888888888888,16,18.0
1PEF,4AM1,A,A,18,345,0.5,0.8888888888888888,16,32.5
1PEF,4DND,A,A,18,95,0.3333333333333333,0.8333333333333334,15,25.0
1PEF,4J5Q,A,A,18,146,0.375,0.8888888888888888,16,24.0
1PEF,4JYP,A,A,18,267,0.4,0.8333333333333334,15,20.0
1PEN,1Q9B,A,A,16,43,0.3333333333333333,0.9375,15,30.0
1PEN,1RJU,A,V,16,36,0.46153846153846156,0.8125,13,27.0
1PEN,1UHA,A,A,16,82,0.3333333333333333,0.9375,15,28.0
1PEN,1YJO,A,A,16,6,0.4,0.8333333333333334,5,13.0
1PEN,2B0A,A,A,16,186,0.3333333333333333,0.9375,15,20.0
1PEN,2BCM,A,A,16,138,0.35714285714285715,0.875,14,24.0
1PEN,2D5W,A,C,16,5,0.5,0.8,4,12.0
1PEN,2G7O,A,A,16,68,0.3333333333333333,0.9375,15,20.0
1PEN,2JKU,A,A,16,35,0.3076923076923077,0.8125,13,13.5
1PEN,2R16,A,A,16,175,0.3125,1.0,16,27.0
1PEN,3M3P,A,A,16,249,0.38461538461538464,0.8125,13,23.5
1PEN,3MGN,A,H,16,1,1.0,1.0,1,6.0
1PEN,3O0P,A,A,16,194,0.3076923076923077,0.8125,13,17.0
1PMY,2D5W,A,D,123,5,0.5,0.8,4,11.0
1PMY,2DKO,A,I,123,3,1.0,1.0,3,15.0
1PMY,2OL9,A,A,123,6,0.6,0.8333333333333334,5,13.0
1PMY,2PLT,A,A,123,98,0.3218390804597701,0.8877551020408163,87,103.5
1PMY,3FVA,A,A,123,6,0.4,0.8333333333333334,5,10.0
1PMY,3MGN,A,H,123,1,1.0,1.0,1,6.0
1PMY,3MRE,A,P,123,9,0.375,0.8888888888888888,8,16.0
1PMY,3NVG,A,A,123,6,0.4,0.8333333333333334,5,12.0
1PMY,3ZZY,A,C,123,8,0.375,1.0,8,16.0
1PMY,4G14,A,A,123,5,0.4,1.0,5,11.0
1PZ4,2D5W,A,D,113,5,0.5,0.8,4,8.0
1PZ4,2DKO,A,I,113,3,1.0,1.0,3,15.0
1PZ4,3HYD,A,A,113,7,0.5,0.8571428571428571,6,17.0
1PZ4,3L41,A,B,113,5,0.4,1.0,5,10.0
1PZ4,3MGN,A,H,113,1,1.0,1.0,1,6.0
1PZ4,3MRE,A,P,113,9,0.3333333333333333,1.0,9,13.0
1PZ4,3NVG,A,A,113,6,0.4,0.8333333333333334,5,9.0
