protein_id,n_residues,max_support,hash,stratum
4AE7,186,63,e2e57859da396843bdb2e1819f6650cc4eac208ce251f18f19b43e1aaee5a0b2,2
4J5O,220,63,7411ac333859f26eda4e455ce396d7bc32f1440b246ffbbd2044b7ee3509077b,2
4JG2,185,63,4c506fcf2d7e9c20edb1cc070de1987cdb113b1d8167f29e499e5442c4a08858,2
1KMM,1499,64,17b84ada15683e8ce466579a7b4db59f6a1c3dfd384a7453f3791bf960358608,2
1WHI,122,64,f430d4adb2f2d7362e3e4ec70a7f1b350737963f016b5a63cc47f337d8b6e8eb,2
2FG1,157,64,6513fc674ecbe30cfafdcc72fb348f45638460cc4f543eb752effc1c7286b438,2
2JLJ,115,64,8ade43095e8529672923079f887a2c5a1ce7b13518f6c456f9e3f015ac906c63,2
2YNY,315,64,b07cabfda308aadc3d32edf190e3659cd8e9c19343bd7e95184771a0d3593d70,2
3E5T,228,64,30820cd345d85476b1876cfd7f3500b7d5ccc6918134ddc79e153c3c7a495695,2
3FTD,240,64,0cdfc21a0763630831f0087a21e9878455f1b1be32e486d2a4273cae9a58f3be,2
3G1S,418,64,62afff493639e0a2400443cd438f0463dafddbfeeae18d02c3869d94ad5b71bc,2
3PZ9,357,64,b189ea29c9ab01b345c84918ec7a260f9d3dd21b7c544299bc942021cb7f492e,2
3SEB,238,64,2f229aa7baf225cf16660d881b2f66fbcab7e59e15a76fc8d10c2bd89b9f2886,2
3TUA,210,64,9dd976de882c091e780986dc55e6500f0aac81bcd51f7a4eac8db8c198f95ee0,2
3UR8,637,64,b78cb504d423ab958948d7b8507ee24be8d7f8287596d5f4532ca1e06f61e47a,2
4ACJ,167,64,342459d537728438ee1ad0ed0fb966164a32143d8247820436facd02e46a82ed,2
4G2E,151,64,4a18235026e1c5c65f1865a01451017753771f6d565b768ee1845dd140062b64,2
4HDE,168,64,e8a088111ae136ceccc6e5901d701633f3e7f15d45ea81c15ae7408249c793c7,2
1MF7,194,65,02d3944cd710daba4ce76e99d98f36c0faaf2fe48d398dfc27bd3de3850e735b,2
2C71,205,65,c71bd3c50b9011ab9a09c8bff9c6595953b0abbb53a2d76979d46d4905446d5d,2
2CWS,227,65,e7ccf816899c28ab2bb69b2bc5a2efba04c42485ab3d671316ba398902ebd7d1,2
2DKO,252,65,6a796daa566c9825097bd63c5fb0096b9a8837ec4ee8f6309cf9633c37a7d018,2
2DPL,565,65,dcbbc9d17c22b0dce67a9dd3167e274015cf810e100117c06c79dc42b20e4119,2
2E10,439,65,adf939fb6c109ff9d87df414c65c51d71f47d384c0a908479f4ec5e317efbf24,2
2ETX,389,65,a741deeebcf1328cf165c623e696e024178a6c7e13910f6990b394ed92a8409e,2
2HYK,237,65,57cb6471f3e48c363b86bcb205a806a5ed1ed29189391cbe1443348cb71a046f,2
2PSF,608,65,ead37e3d7c6fbad9dace70150c457b776b20e471f8d7941b79b7957c6928b3e7,2
2PTH,193,65,6baf0214787600e32933c8f874c53eef4449508d3365e583ca073603b1c10c08,2
2Y7L,319,65,2a23ffbb617d490b01da811a34fa77461c529df9a61b1ba25e2b463fd9aca5e5,2
3B5O,230,65,aa267670ed5e180a079d4801b7f0f5bf3752324411c590bb1ad3efd3bd372b54,2
3F7E,254,65,b97256750f1a205ea7498343330f5b67993d953e6f71b5be547c858570587bbc,2
3KBE,140,65,0a32ed379399cd3c486eb71fdf55ba7387b8fd71e5ec7162ffbf0a6f4c8904d0,2
3L41,219,65,756c9d5c3d5e55f9ea8bb3f217e5b8e9896b2263601998c1ac80cf520ea43fe2,2
3N11,325,65,4c482ee797bc76ef4a29c0a04a10146759875b4b6a84b0b2ececc0444cf3032a,2
4AM1,345,65,0d82f0e4ed293c110e77df34979f13710b21d066c86f1cfe3cdc677ce549451f,2
4DKN,423,65,d33657b8c6d4c628913173b8e4032f3213b2e14aae5d97115e45a1d4cc28afe8,2
1BYI,224,66,077c30af73ef5d21dec65ce883bb436911b075ffced902cc26df98c15f20fc51,2
2D5W,1214,66,b4407d6aa44929f016d6df620394b60d76f9ecebb8f1a014bbde977f914a6379,2
2HQK,213,66,32a077fcfba6eb24398be30e14facf5934b6d3f4c8904f7668c5c54b24033ea2,2
2J32,244,66,d4e34aa73aae6c5c4cec530231074a760835f92172c31c860fe40f2ace1bf799,2
2OKT,342,66,fa7bafef48a6e49cc39b327d40cb77d3c850a8785e73cc6e347b47d84ae0fc87,2
2R16,175,66,dc2b43091bccddda552b8fb4f5e356b102d35d4690e799d59fe46a5c073a7963,2
2X1Q,240,66,a3f8cd4848b134b96928c7fefdcbc1a8665931b562be319965fcd4a5ac2c4be8,2
3DRF,547,66,407450aa49ba3a8524f30ab9049c3fbe9949b40e6c2ca7a0dc4785b53bd0ee8e,2
3GBW,161,66,057a2ff779debd2c75158a45277e4dfb8b447a4335c7360488e55f0aa05f49bb,2
3HZ8,192,66,bbc1a9fcc4fdc49b13a9944c4e3f97fd6b38f0e006178a14a60f92f4841eecf2,2
3IVV,149,66,0ddeed02d19a4707d57f9a1d98d205e96d6a9fea49fbf04099e3d7e33eadfc72,2
3M3P,249,66,02f630d0c65a9b189673130153fe970fd401afd067f16c2ca94b996efeeb3c63,2
3SUK,248,66,4e90ea80e2f49c186b1ac0ca77b1d3be3404587144c60a7ce4da35afd45c6bb2,2
4J5Q,146,66,d58c6f51f50a0c26f599e86085abc908816a5541c440eeb0bc458f6a025f5cf5,2
1SAU,114,67,337662fa1192393d7e1609d9a7f34299d16fd64b90b5bf3c373ae6dfbac7e833,2
2GKG,122,67,71b1bdd5c50d9f6d54380ce5c74362c42c58f011de4264d23c114482b906efdf,2
2I49,398,67,b61b566abcb372c1e48886c309914df950ecaa91d53188ceeb6b25f98a5e0710,2
3AMC,614,67,edd97f024f0d600f5eed7745c05ecf269cd61e3f55b7bb7aaaa777bab388cff4,2
3HP4,182,67,49475e1b9adb5252ee8381a0762095521c1ef54e6f9a044cdc33fa866dd6b7bf,2
3SZH,697,67,b4b870a425f6431350d073fccccb2b614096df5adbbeec697519a5e9d8152793,2
4A02,166,67,fa331bc2994b8378863a7001de122a6d2d7566541e5a7926059fca73fcba0796,2
4HJP,281,67,a9e92ba350c0d5e235541cf16dcfa1fa17ce01e0bdf6df3439530195e8b73ba5,2
4J78,305,67,6fe160ab440470af76de0d596067dd4a9538766a49702e1500f59a3869d920c4,2
1ATG,231,68,ad4730842585422c1d31ec59da16ec3ce995f65cff85ed2c297d066bba07826a,2
1O08,221,68,9a0d91ff69c1c93a0090842c098ca80e456c609cf0af6aa63dc86bf68f9b39f6,2
2AGK,233,68,75ddff8094f10b4503d84054f89ca5d79241d71f9b020bc6a49d73b00ac58cc0,2
2EHP,248,68,b45bab82c65575a328251d0a511eefc78b7aad19d522ea955ad11f2b75d1d073,2
2RE2,238,68,6e7e626845a4e280d5e98fb98c1840e3efc45a16c86146035ca2b0ae6e087ce0,2
3O0P,194,68,b446f5ab033bb1e6e4af3ac3ad24b438c844f50a699b18d1e60c1e355b1dcf16,2
3PID,387,68,ee33e46ccbfd1782b1fdc03b671f97372313cbb7fec79f3cfd8b4d3030965c22,2
3PVE,347,68,4d1e31bbb265b36fb7e86e05826a6bfd355e9a763cfdc34528a164dfc686bee0,2
3QDS,284,68,3f1371bb5a94abecafff47291ac0c61df56b2309792691af99201b91163f9b1c,2
3V75,285,68,646b248c0d4f686f3b19c9b349fbdc1a6735fd2669ad45a58b5063867767585a,2
3VOR,182,68,c7790e8d4beef19aa9f8967d05d4f8c51a0adbe8457ebcb9653c72ba139eb6c9,2
4AVR,188,68,d8b335b0bb60c813a82285da401ee16140515bb83a0d057b2621ecea9681b3ae,2
4JYP,534,68,7f0da32a7763bb64eb1f44eb973e40ec2f33c91f49acd701bd7b234002660180,2
1NLS,237,69,1f8fa948a1d2a36516b64496f90e97b89f14dce1399f7cfe5cc24b80a8f15921,2
2ZU1,360,69,b2f3cf0fcbd84267c09edda429cd1d49f322cfa65c9cf0ec8bf9f24ade1c58ff,2
3BA1,312,69,f742077983ea8ba6a9ac938a350d65848ac70160ff85ddb07d2d65ec5b3af9fa,2
3SO6,150,69,1c7b0e5346df40148067c1221e3990f5dae962bd64b0824804852e39d63d5f10,2
3SR3,637,69,0d55c8d0c109ab046161524a6982bbc83db20a9ab50fbb604ba808ea6762da8a,2
4B6G,558,69,4f58c78f24fc7b2978dd48fff325e97ddb2f891cab78fbf98e807fe8d7107b9a,2
4H4J,236,69,c2f37d9c3b0734c4b7c55701b598dda0594a9f23665b5ff9758011cd700d16ff,2
1F8R,1932,70,2956ba8e3797098f31e7242394ad3c4f78bfccd2f3bef52b6139e431098db66f,2
1U9C,220,70,97f7aaf7063e504b33e94930891abb0f0c31e0d3519531e7336b256cc94a16ff,2
2B0A,186,70,0af4678abb6fe98679429462c9e4ddffe869b345139d9740666e6422b96e9edd,2
2O6X,306,70,37b8862d96c28d5f6cd3f74ab8d3f9ca568059471fd45359301d41197dc5189f,2
3NPV,495,70,18c15110b80e858202d69b946e3da1483a555ee32ebe43ff8d4649b30c562fc2,2
3QPA,196,70,4739d1da835c5ac95d309b39f703534f81fdb72f0300098422fae0c5c198c168,2
3U6G,248,70,20d62a220b6a5316bea23f292ef1e137b769685586e482aa24cd2cb98f16ad50,2
1WLY,322,71,05942843d47b57172202c29c724c8ff5351659068a879c1f29592b103de0c8b9,2
2FN9,560,71,d04dc5b0726c0bcf26d158d42abae5ab7406868cecffb928c9c1b236987f0d0f,2
3HHP,1234,71,cf095ce8fe1d72f10e0437d5c71d9196e8a0b404cd0bb24d61b1d8b1a61064c6,2
3HNY,156,71,d6484590c54e597bd7dd41f534083e28cc072cea6ae6500959829c2acbc44071,2
3K6Y,227,71,f594d3083bb453ce51f4b9d86ce0603cc5aafb79d52a08612f9d6b9329a88752,2
3LG3,833,71,07aca7dd5c0a30c6f62dea3703c81b3d149d1692c639e98afb0625f311b53bad,2
4ERY,318,71,43e9b2ffe121d5745124e5cff63c66f519db11a1a72a3bea50a60313bc500f79,2
4G5X,550,71,6024f77e3071d745c6f7bc66e2782efc2f597641c436c013d35b02a1d82353ce,2
4G6C,658,71,e3639a5ee23110f298edf2c35dc02e5d28ffd0adfcea9c3e8386297de71427db,2
1GCO,1044,72,9c843373d9f0ed7fe734907e1d80bfe01e39e20c1107ca0cb51177a65339f83c,2
2AH1,937,72,d00eee9b0dcab94978c39da782158d7af64976b82770cb0b000110e721d9ae9f,2
3BED,257,72,94e4b22ad4512e7290b46448cdf840ca549952b20c2801136f049ee0d349c42f,2
3NE0,208,72,d0b939f930c3044bfcbcf762cc75e5b127a582bfe1110248677e1127bc397d3c,2
1ES5,260,73,e89145122ab092b62dbc827b96ad42b8305b633fb83121ea4e7ddefb94a80b6d,2
3W4Q,773,73,4437f2fadbb159fa14ec46c1a922d7711b498ba6b579a282c9612890446d253f,2
2W1V,548,74,ecf1eb2ea81126d5b6eaee81813f48d8453fcde2d583697486cb7bce1c195322,2
3LJI,272,74,272d99973de1db0eb672a90ed36f27df1667358922bf37c759fb27743e9fec09,2
1H6V,2927,76,a368b32f08ea46e144fecb986d81c9875c3a0d20363738e0f119caf194633c7a,2
4DD5,387,77,7a6b68bfe471931810eea9d7f291eb966fd502e490d8918465ad466e23bed62c,2
3PTL,289,79,6fbeac3376b992f476052c70034b11ece01f9d99d152bacdf61a8ccc3aadd7f2,2
